LeaseName,WellNumber,WellStatus,WellType,WellTypeLa,OperatorCo,OperatorNa,Latitude,Longitude
Lease by Mobil Oil Corporation,M478E,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77499771,-118.211647
Lease by Union Pacific Resources Co.,UP575G,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77499771,-118.2473984
"Lease by California Resources Long Beach, Inc.",S-229,Plugged,WF,Waterflood,C0883,"California Resources Long Beach, Inc.",33.77499771,-118.2065506
WTU,667,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77500153,-118.2593918
Lease by Tidelands Oil Production Co.,M625D,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77500916,-118.2223129
WTU,1409,Idle,WF,Waterflood,W0325,"Warren E&P, Inc.",33.77500916,-118.254982
WTU,664,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77503204,-118.2611694
WTU,700,Plugged,INJ,Injection,E3700,Exxon Mobil Corporation,33.77504349,-118.2606811
Lease by Tidelands Oil Production Co.,UP949B,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77504349,-118.2415543
"Lease by California Resources Long Beach, Inc.",SC-20,Plugged,WF,Waterflood,C0883,"California Resources Long Beach, Inc.",33.7750473,-118.2074356
"Lease by California Resources Long Beach, Inc.",S-230,Active,OG,Oil & Gas,C0883,"California Resources Long Beach, Inc.",33.77505493,-118.206543
WTU,696,Plugged,INJ,Injection,E3700,Exxon Mobil Corporation,33.77506256,-118.2612991
WTU,1874,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77506256,-118.2572098
Lease by Tidelands Oil Production Co.,2AU37B,Plugged,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77506256,-118.2432327
WTU,680,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77507401,-118.2780685
Lease by Tidelands Oil Production Co.,2F4B,Plugged,Multi,Multi-Purpose,T2975,Tidelands Oil Production Co.,33.77507782,-118.2381897
Lease by Union Pacific Resources Co.,NC22A,Plugged,Multi,Multi-Purpose,8647,Union Pacific Resources Co.,33.77507782,-118.2497025
Lease by Union Pacific Resources Co.,2ARU2B,Plugged,INJ,Injection,8647,Union Pacific Resources Co.,33.77508163,-118.2429276
WTU,679,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77511597,-118.2780762
Lease by Union Pacific Resources Co.,UP15B,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77513504,-118.2373352
WTU,677,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77515411,-118.2780762
Lease by Union Pacific Resources Co.,UP32B,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77516937,-118.2368469
N-3-C,S-004,Idle,OG,Oil & Gas,C0883,"California Resources Long Beach, Inc.",33.77517319,-118.2065048
Lease by Tidelands Oil Production Co.,UP948B,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.775177,-118.2415695
Lease by Union Pacific Resources Co.,UP750C,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.775177,-118.2367401
Lease by Tidelands Oil Production Co.,UP159RC,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77518845,-118.2290115
"Lease by California Resources Long Beach, Inc.",S-233,Idle,OG,Oil & Gas,C0883,"California Resources Long Beach, Inc.",33.77519226,-118.2065506
WTU,676,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77519226,-118.2780838
Lease by Tidelands Oil Production Co.,E128D,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77519226,-118.2242355
Lease by Mobil Oil Corporation,M509E,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77519989,-118.2162781
Lease by Union Pacific Resources Co.,UP877A,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.7752037,-118.247345
Lease by Union Pacific Resources Co.,UP807A,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77523041,-118.2472687
Lease by Union Pacific Resources Co.,UP537C,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77523422,-118.2305908
WTU,675,Plugged,INJ,Injection,E3700,Exxon Mobil Corporation,33.77523804,-118.2780838
Lease by Mobil Oil Corporation,UP335RD,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77525711,-118.2242355
Lease by Tidelands Oil Production Co.,2AL-023,Idle,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77526093,-118.2415695
Lease by Tidelands Oil Production Co.,UP801A,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77526855,-118.2472076
"Lease by California Resources Long Beach, Inc.",S-231,Active,OG,Oil & Gas,C0883,"California Resources Long Beach, Inc.",33.77527237,-118.206543
WTU,674,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77528,-118.2780838
WTU,695,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77528763,-118.2636261
Lease by Union Pacific Resources Co.,3U7C,Plugged,WF,Waterflood,8647,Union Pacific Resources Co.,33.77528763,-118.2353821
Lease by Tidelands Oil Production Co.,C6B,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77529526,-118.2470474
Lease by Tidelands Oil Production Co.,UP-898,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77529526,-118.2310181
WTU,682,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.7753067,-118.2741242
WTU,681,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77531815,-118.2740479
Lease by Tidelands Oil Production Co.,3UL5,Active,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77531815,-118.2306824
WTU,678,Plugged,WF,Waterflood,E3700,Exxon Mobil Corporation,33.77532196,-118.2780914
Lease by Tidelands Oil Production Co.,EU2D,Idle,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77532578,-118.2242432
OWA,001 I,Canceled,INJ,Injection,T2975,Tidelands Oil Production Co.,33.77532959,-118.2352524
Lease by Tidelands Oil Production Co.,2AR013,Idle,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77532959,-118.2405624
WTU,694,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.7753334,-118.2637787
Lease by Union Pacific Resources Co.,1RU12A,Plugged,INJ,Injection,8647,Union Pacific Resources Co.,33.77534485,-118.2485275
Lease by Union Pacific Resources Co.,NC10A,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77534866,-118.2490921
Lease by Tidelands Oil Production Co.,2AT58B,Idle,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77536011,-118.2415924
WTU,673,Plugged,WF,Waterflood,E3700,Exxon Mobil Corporation,33.77536392,-118.2780914
Lease by Mobil Oil Corporation,534-W,Plugged,WF,Waterflood,M6900,Mobil Oil Corporation,33.77536774,-118.2087097
Lease by Tidelands Oil Production Co.,73-W,Plugged,Multi,Multi-Purpose,T2975,Tidelands Oil Production Co.,33.77538681,-118.2211914
WTU,1415,Plugged,OG,Oil & Gas,W0325,"Warren E&P, Inc.",33.77538681,-118.2524948
WTU,1417,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77541351,-118.252121
Lease by Tidelands Oil Production Co.,1F1A,Plugged,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77544785,-118.2465897
Lease by Tidelands Oil Production Co.,2AT10B,Plugged,INJ,Injection,T2975,Tidelands Oil Production Co.,33.77545166,-118.2426834
OWC,1,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77545166,-118.2270889
WTU,1411,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77545166,-118.2555237
Lease by Tidelands Oil Production Co.,AT59B,Idle,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77545929,-118.2416
Lease by Mobil Oil Corporation,M620D,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77547455,-118.2187271
Lease by Union Pacific Resources Co.,2BR12B,Plugged,WF,Waterflood,8647,Union Pacific Resources Co.,33.77547455,-118.2365189
Lease by Union Pacific Resources Co.,UP33RC,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77547836,-118.2352524
Murphy,2,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.77548599,-118.2547302
WTU,1408,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77549744,-118.2568893
OWC,002 I,Active,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.775499,-118.227119
Lease by Tidelands Oil Production Co.,536-W,Plugged,Multi,Multi-Purpose,T2975,Tidelands Oil Production Co.,33.77550507,-118.2096787
Union Pacific,79,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77550888,-118.2332916
Lease by Tidelands Oil Production Co.,102-W,Idle,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77550888,-118.2222366
WTU,701,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77553558,-118.2594376
OWC,3,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.775536,-118.227121
Lease by Union Pacific Resources Co.,3U3C,Plugged,WF,Waterflood,8647,Union Pacific Resources Co.,33.77555847,-118.2310333
OWC,4,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.775573,-118.227126
WTU,702,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77557373,-118.2585526
Lease by Union Pacific Resources Co.,2AU8B,Plugged,WF,Waterflood,8647,Union Pacific Resources Co.,33.77558136,-118.2381897
Lease by Tidelands Oil Production Co.,953UP,Active,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77558899,-118.2416153
OWC,005 I,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.775611,-118.227131
Lease by Union Pacific Resources Co.,NC7A,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77562714,-118.2481613
Lease by Tidelands Oil Production Co.,M506D,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.7756424,-118.2176132
OWC,6,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.775645,-118.227134
WTU,1422,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77565002,-118.2503204
Union Pacific,118,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77566528,-118.2310486
Lease by Union Pacific Resources Co.,2BU3B,Plugged,WF,Waterflood,8647,Union Pacific Resources Co.,33.77567673,-118.2352676
Lease by Tidelands Oil Production Co.,UP835C,Idle,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77568054,-118.2270813
WTU,1893,Plugged,OG,Oil & Gas,W0325,"Warren E&P, Inc.",33.77568436,-118.2545166
WTU,1829,Plugged,INJ,Injection,E3700,Exxon Mobil Corporation,33.77570343,-118.2493133
WTU,1419,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77570343,-118.2508087
Lease by Tidelands Oil Production Co.,954UP,Idle,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.7757225,-118.2416305
OWC,007 I,Active,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.775758,-118.227143
Bryant 3,1,Plugged,OG,Oil & Gas,S3100,Shell Western E&P Inc.,33.77576065,-118.1220245
WTU,689,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77579498,-118.2663193
OWC,8,Active,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.775796,-118.227149
Lease by Tidelands Oil Production Co.,M505D,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77580261,-118.2168961
Union Pacific,113,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77580643,-118.2290726
WTU,692,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77580643,-118.2662048
Lease by Tidelands Oil Production Co.,UP589C,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77581024,-118.2301788
Lease by Union Pacific Resources Co.,3U5C,Plugged,WF,Waterflood,8647,Union Pacific Resources Co.,33.77581024,-118.2270966
OWC,009 I,Active,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.775835,-118.227151
WTU,1832,Plugged,OG,Oil & Gas,W0325,"Warren E&P, Inc.",33.77583694,-118.2524719
WTU,1410,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77584076,-118.2556
WTU,1416,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77584839,-118.2530289
Lease by Mobil Oil Corporation,M510E,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77585983,-118.2158203
Lease by Tidelands Oil Production Co.,2AR9B,Idle,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77585983,-118.2420425
WTU,1870,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77586365,-118.2546463
WTU,1838,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77586365,-118.2545395
WTU,690,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77586746,-118.2662964
OWC,010 I,Active,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.775871,-118.227156
WTU,691,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77587128,-118.2661896
Lease by Tidelands Oil Production Co.,E18RC,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77587509,-118.2271042
OWC,011 I,Active,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.775905,-118.227161
Murphy,1,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.77591324,-118.2544403
Lease by Union Pacific Resources Co.,E125C,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77593613,-118.225296
OWC,12,Active,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.775943,-118.227163
Union Pacific,E-18,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77594376,-118.2271042
Lease by Union Pacific Resources Co.,C5B,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.7759552,-118.2459183
Palos Verdes,1,Plugged,DH,Dry Hole,6799,Petroleum Securities Co.,33.77597046,-118.3072128
OWC,13,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77598,-118.227167
Lease by Union Pacific Resources Co.,1R6A,Plugged,WF,Waterflood,8647,Union Pacific Resources Co.,33.77598572,-118.2486114
WTU,684,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77599335,-118.2727432
Lease by Tidelands Oil Production Co.,UP320B,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77599335,-118.2404938
Lease by Union Pacific Resources Co.,UP348B,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77599716,-118.2382278
Lease by Union Pacific Resources Co.,UP633H,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77599716,-118.2473068
WTU,1418,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77600479,-118.2520294
Lease by Tidelands Oil Production Co.,3T32C,Idle,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77600479,-118.2253037
M. P.,1,Plugged,OG,Oil & Gas,5581,M. P. Oil,33.77600861,-118.1318893
OWC,14,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.776016,-118.227168
Lease by Tidelands Oil Production Co.,1U3A,Plugged,INJ,Injection,T2975,Tidelands Oil Production Co.,33.77601624,-118.2481003
WTU,1896,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77601624,-118.2525177
Lease by Tidelands Oil Production Co.,M617D,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77602386,-118.2194367
"Lease by Synergy Oil & Gas, LLC",2,Active,OG,Oil & Gas,S8490,"Synergy Oil & Gas, LLC",33.77603149,-118.1321258
"Lease by Synergy Oil & Gas, LLC",3,Active,OG,Oil & Gas,S8490,"Synergy Oil & Gas, LLC",33.77603149,-118.1320877
Recreation Park,4,Active,OG,Oil & Gas,S8490,"Synergy Oil & Gas, LLC",33.77603149,-118.1320724
Recreation Park,1,Idle,OG,Oil & Gas,S8490,"Synergy Oil & Gas, LLC",33.77603149,-118.1321411
Recreation Park,5,Idle,OG,Oil & Gas,S8490,"Synergy Oil & Gas, LLC",33.77603149,-118.1320496
Recreation Park,7,Active,OG,Oil & Gas,S8490,"Synergy Oil & Gas, LLC",33.77603531,-118.1320267
Recreation Park,6,Idle,OG,Oil & Gas,S8490,"Synergy Oil & Gas, LLC",33.77603531,-118.1320038
OWC,15,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.776053,-118.227174
WTU,1895,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77605438,-118.2526398
Lease by Union Pacific Resources Co.,UP546C,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.7760582,-118.233345
Union Pacific,E-12,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77606964,-118.2253113
Lease by Tidelands Oil Production Co.,UP826C,Idle,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77607346,-118.2271195
WTU,688,Plugged,Multi,Multi-Purpose,E3700,Exxon Mobil Corporation,33.77607727,-118.2703018
Lease by Tidelands Oil Production Co.,EU31D,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77607727,-118.2243271
Union Pacific,158,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77608109,-118.2310867
WTU,693,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.7760849,-118.2652588
Bixby,1,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.77610397,-118.1154785
WTU,683,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77610397,-118.2727051
Lease by Atlantic Richfield Company,1,Plugged,WD,Water Disposal,A4525,Atlantic Richfield Company,33.77610397,-118.2131653
OWC,16,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77610779,-118.2271805
Lease by Union Pacific Resources Co.,UP40B,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77611923,-118.2416611
Lease by Union Pacific Resources Co.,UP733C,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77612686,-118.233345
Bolling,7,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77613449,-118.2702866
Lease by Mobil Oil Corporation,M511E,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77613831,-118.2150726
WTU,685,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77614212,-118.2703018
Lease by Tidelands Oil Production Co.,3T2C,Plugged,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77614594,-118.2310944
WTU,1420,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77614975,-118.2509994
Mutual,1,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77619553,-118.2097321
WTU,687,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77619553,-118.2703247
Palos Verdes,1,Plugged,DH,Dry Hole,5774,McAdams Expl. Co.,33.77619934,-118.2890244
Union Pacific,159,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77621841,-118.2291183
"Lease by California Resources Long Beach, Inc.",SC-22,Plugged,OG,Oil & Gas,C0883,"California Resources Long Beach, Inc.",33.77622604,-118.2074204
Channel 3 Comm.,5,Plugged,OG,Oil & Gas,8281,Terminal Oil Co.,33.77622986,-118.2079926
WTU,697,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.7762413,-118.2620316
Lease by Union Pacific Resources Co.,1UL9A,Plugged,INJ,Injection,8647,Union Pacific Resources Co.,33.77625275,-118.2468414
Lease by Tidelands Oil Production Co.,M619D,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77626038,-118.218071
"Lease by California Resources Long Beach, Inc.",S-005,Plugged,WF,Waterflood,C0883,"California Resources Long Beach, Inc.",33.77629089,-118.2065125
Lease by Tidelands Oil Production Co.,111-W,Active,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77629471,-118.2193451
WTU,1873,Idle,OG,Oil & Gas,W0325,"Warren E&P, Inc.",33.77629852,-118.2538834
"Lease by California Resources Long Beach, Inc.",S-301,Active,OG,Oil & Gas,C0883,"California Resources Long Beach, Inc.",33.77630234,-118.2065353
Lease by Tidelands Oil Production Co.,M490E,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77630234,-118.2090912
Lease by Tidelands Oil Production Co.,165-W,Active,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77630234,-118.2193832
Lease by Tidelands Oil Production Co.,M486E,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77631378,-118.2090454
WTU,1894,Active,OG,Oil & Gas,W0325,"Warren E&P, Inc.",33.7763176,-118.2535858
WTU,686,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.7763176,-118.2702866
WTU,699,Plugged,WF,Waterflood,E3700,Exxon Mobil Corporation,33.77632523,-118.2608032
"Lease by California Resources Long Beach, Inc.",S-302,Idle,OG,Oil & Gas,C0883,"California Resources Long Beach, Inc.",33.77634048,-118.2065277
Lease by Union Pacific Resources Co.,UP158RC,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77634811,-118.229126
Lease by Tidelands Oil Production Co.,55-W,Active,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77635574,-118.2215958
Lease by Union Pacific Resources Co.,2BL1B,Plugged,WF,Waterflood,8647,Union Pacific Resources Co.,33.77635574,-118.2350464
Lease by Tidelands Oil Production Co.,110-W,Plugged,INJ,Injection,T2975,Tidelands Oil Production Co.,33.77637482,-118.2193222
