FIPS,Area Name,Census Tract,Total Population:,Total: White,Total: Black,Total: AmerIndian,Total: Asian,Total: Hawaiian and PacIslander,Total: Other,Total: Mixed,% Total: White,% Total: Black,% Total: AmerIndian,% Total: Asian,% Total: Hawaiian and PacIslander,% Total: Other,% Total: Mixed,Total: Not Hispanic or Latino,Total: Hispanic or Latino,% Total: Not Hispanic or Latino,% Total: Hispanic or Latino
6037134710,Census Tract 1347.10,134710,5836,1753,119,2,858,59,2831,214,30.04,2.04,0.03,14.7,1.01,48.51,3.67,1954,3882,33.48,66.52
6037134720,Census Tract 1347.20,134720,5074,1451,308,0,1098,0,1719,498,28.6,6.07,0,21.64,0,33.88,9.81,2711,2363,53.43,46.57
6037134800,Census Tract 1348,134800,6399,3328,240,0,1380,0,1294,157,52.01,3.75,0,21.57,0,20.22,2.45,3739,2660,58.43,41.57
6037134901,Census Tract 1349.01,134901,3140,2292,165,0,268,0,332,83,72.99,5.25,0,8.54,0,10.57,2.64,2370,770,75.48,24.52
6037134903,Census Tract 1349.03,134903,6919,2786,354,0,1229,0,2315,235,40.27,5.12,0,17.76,0,33.46,3.4,3359,3560,48.55,51.45
6037134904,Census Tract 1349.04,134904,4043,1970,231,11,279,0,1428,124,48.73,5.71,0.27,6.9,0,35.32,3.07,1832,2211,45.31,54.69
6037134905,Census Tract 1349.05,134905,4552,2957,509,0,663,0,127,296,64.96,11.18,0,14.57,0,2.79,6.5,3954,598,86.86,13.14
6037135102,Census Tract 1351.02,135102,3726,2727,221,14,406,0,127,231,73.19,5.93,0.38,10.9,0,3.41,6.2,3133,593,84.08,15.92
6037135111,Census Tract 1351.11,135111,3313,2336,97,0,688,0,95,97,70.51,2.93,0,20.77,0,2.87,2.93,2341,972,70.66,29.34
6037135113,Census Tract 1351.13,135113,3485,2050,162,12,726,41,265,229,58.82,4.65,0.34,20.83,1.18,7.6,6.57,2833,652,81.29,18.71
6037135114,Census Tract 1351.14,135114,5106,3043,176,28,1430,0,259,170,59.6,3.45,0.55,28.01,0,5.07,3.33,4268,838,83.59,16.41
6037135201,Census Tract 1352.01,135201,2788,1720,288,7,469,3,152,149,61.69,10.33,0.25,16.82,0.11,5.45,5.34,2440,348,87.52,12.48
6037135202,Census Tract 1352.02,135202,4708,3217,168,37,749,0,273,264,68.33,3.57,0.79,15.91,0,5.8,5.61,4052,656,86.07,13.93
6037135203,Census Tract 1352.03,135203,7515,5752,144,0,1120,0,80,419,76.54,1.92,0,14.9,0,1.06,5.58,6895,620,91.75,8.25
6037137000,Census Tract 1370,137000,5067,4152,254,23,436,6,58,138,81.94,5.01,0.45,8.6,0.12,1.14,2.72,4681,386,92.38,7.62
6037137103,Census Tract 1371.03,137103,5382,4191,76,25,995,0,70,25,77.87,1.41,0.46,18.49,0,1.3,0.46,4532,850,84.21,15.79
6037137104,Census Tract 1371.04,137104,2754,2254,64,0,229,0,44,163,81.84,2.32,0,8.32,0,1.6,5.92,2350,404,85.33,14.67
6037137201,Census Tract 1372.01,137201,6029,3581,303,0,872,0,761,512,59.4,5.03,0,14.46,0,12.62,8.49,4851,1178,80.46,19.54
6037137301,Census Tract 1373.01,137301,2271,1780,99,2,140,0,35,215,78.38,4.36,0.09,6.16,0,1.54,9.47,2100,171,92.47,7.53
6037137302,Census Tract 1373.02,137302,4449,3679,65,0,395,14,141,155,82.69,1.46,0,8.88,0.31,3.17,3.48,4134,315,92.92,7.08
6037137401,Census Tract 1374.01,137401,4299,3531,78,79,402,0,26,183,82.14,1.81,1.84,9.35,0,0.6,4.26,3641,658,84.69,15.31
6037137402,Census Tract 1374.02,137402,5365,4480,166,0,270,0,339,110,83.5,3.09,0,5.03,0,6.32,2.05,4608,757,85.89,14.11
6037137501,Census Tract 1375.01,137501,4915,3792,336,0,326,0,262,199,77.15,6.84,0,6.63,0,5.33,4.05,4034,881,82.08,17.92
6037137502,Census Tract 1375.02,137502,4549,3306,359,35,305,0,229,315,72.68,7.89,0.77,6.7,0,5.03,6.92,4071,478,89.49,10.51
6037137504,Census Tract 1375.04,137504,2155,1955,21,22,58,0,5,94,90.72,0.97,1.02,2.69,0,0.23,4.36,2051,104,95.17,4.83
6037138000,Census Tract 1380,138000,4780,3630,361,10,369,0,172,238,75.94,7.55,0.21,7.72,0,3.6,4.98,4414,366,92.34,7.66
6037139001,Census Tract 1390.01,139001,5639,4973,30,0,327,0,65,244,88.19,0.53,0,5.8,0,1.15,4.33,4596,1043,81.5,18.5
6037139200,Census Tract 1392,139200,5662,4638,73,0,661,0,167,123,81.91,1.29,0,11.67,0,2.95,2.17,4681,981,82.67,17.33
6037139301,Census Tract 1393.01,139301,4445,3176,422,0,396,0,35,416,71.45,9.49,0,8.91,0,0.79,9.36,3813,632,85.78,14.22
6037139302,Census Tract 1393.02,139302,5000,3322,385,10,432,0,654,197,66.44,7.7,0.2,8.64,0,13.08,3.94,3388,1612,67.76,32.24
6037139303,Census Tract 1393.03,139303,4260,2978,666,26,155,6,212,217,69.91,15.63,0.61,3.64,0.14,4.98,5.09,3491,769,81.95,18.05
6037139401,Census Tract 1394.01,139401,2706,2296,146,0,152,0,64,48,84.85,5.4,0,5.62,0,2.37,1.77,2228,478,82.34,17.66
6037139402,Census Tract 1394.02,139402,2899,2434,223,8,59,0,97,78,83.96,7.69,0.28,2.04,0,3.35,2.69,2709,190,93.45,6.55
6037139502,Census Tract 1395.02,139502,2917,2432,14,0,155,0,75,241,83.37,0.48,0,5.31,0,2.57,8.26,2552,365,87.49,12.51
6037139503,Census Tract 1395.03,139503,5946,5406,157,0,250,0,16,117,90.92,2.64,0,4.2,0,0.27,1.97,4752,1194,79.92,20.08
6037139504,Census Tract 1395.04,139504,3998,3289,152,0,197,0,138,222,82.27,3.8,0,4.93,0,3.45,5.55,3537,461,88.47,11.53
6037139600,Census Tract 1396,139600,5060,4217,111,0,578,0,34,120,83.34,2.19,0,11.42,0,0.67,2.37,4652,408,91.94,8.06
6037139701,Census Tract 1397.01,139701,5320,4339,116,29,291,20,106,419,81.56,2.18,0.55,5.47,0.38,1.99,7.88,4729,591,88.89,11.11
6037139702,Census Tract 1397.02,139702,6447,5774,214,0,247,0,74,138,89.56,3.32,0,3.83,0,1.15,2.14,6160,287,95.55,4.45
6037139703,Census Tract 1397.03,139703,2861,2327,114,5,184,0,0,231,81.34,3.98,0.17,6.43,0,0,8.07,2833,28,99.02,0.98
6037139801,Census Tract 1398.01,139801,3488,2947,205,0,81,0,18,237,84.49,5.88,0,2.32,0,0.52,6.79,3277,211,93.95,6.05
6037139802,Census Tract 1398.02,139802,4126,3240,206,0,414,0,88,178,78.53,4.99,0,10.03,0,2.13,4.31,3843,283,93.14,6.86
6037141101,Census Tract 1411.01,141101,4674,3454,695,0,261,0,99,165,73.9,14.87,0,5.58,0,2.12,3.53,3984,690,85.24,14.76
6037141102,Census Tract 1411.02,141102,3074,2430,119,0,194,0,39,292,79.05,3.87,0,6.31,0,1.27,9.5,2795,279,90.92,9.08
6037141201,Census Tract 1412.01,141201,4583,3572,386,0,155,0,227,243,77.94,8.42,0,3.38,0,4.95,5.3,3780,803,82.48,17.52
6037141202,Census Tract 1412.02,141202,2674,2196,120,8,207,0,17,126,82.12,4.49,0.3,7.74,0,0.64,4.71,2381,293,89.04,10.96
6037141302,Census Tract 1413.02,141302,6037,4730,524,0,457,0,145,181,78.35,8.68,0,7.57,0,2.4,3,5038,999,83.45,16.55
6037141303,Census Tract 1413.03,141303,3477,2780,135,8,262,0,67,225,79.95,3.88,0.23,7.54,0,1.93,6.47,2996,481,86.17,13.83
6037141304,Census Tract 1413.04,141304,2995,2536,81,71,133,0,91,83,84.67,2.7,2.37,4.44,0,3.04,2.77,2692,303,89.88,10.12
6037141400,Census Tract 1414,141400,5099,4018,358,0,396,0,167,160,78.8,7.02,0,7.77,0,3.28,3.14,4664,435,91.47,8.53
6037141500,Census Tract 1415,141500,2982,2605,102,0,231,0,44,0,87.36,3.42,0,7.75,0,1.48,0,2844,138,95.37,4.63
6037141600,Census Tract 1416,141600,4178,3496,194,0,316,0,14,158,83.68,4.64,0,7.56,0,0.34,3.78,3796,382,90.86,9.14
6037141700,Census Tract 1417,141700,3161,2791,48,0,217,0,0,105,88.29,1.52,0,6.86,0,0,3.32,2974,187,94.08,5.92
6037143100,Census Tract 1431,143100,4389,3072,135,43,400,51,517,171,69.99,3.08,0.98,9.11,1.16,11.78,3.9,3419,970,77.9,22.1
6037143200,Census Tract 1432,143200,4085,2926,152,0,254,26,358,369,71.63,3.72,0,6.22,0.64,8.76,9.03,3396,689,83.13,16.87
6037143300,Census Tract 1433,143300,6643,5107,535,29,497,0,165,310,76.88,8.05,0.44,7.48,0,2.48,4.67,5569,1074,83.83,16.17
6037143400,Census Tract 1434,143400,7056,5757,252,35,404,0,228,380,81.59,3.57,0.5,5.73,0,3.23,5.39,6156,900,87.24,12.76
6037143500,Census Tract 1435,143500,5482,4583,330,13,143,40,83,290,83.6,6.02,0.24,2.61,0.73,1.51,5.29,4988,494,90.99,9.01
6037143602,Census Tract 1436.02,143602,4769,3689,207,0,664,0,82,127,77.35,4.34,0,13.92,0,1.72,2.66,4503,266,94.42,5.58
6037143603,Census Tract 1436.03,143603,2392,1906,68,0,238,0,33,147,79.68,2.84,0,9.95,0,1.38,6.15,2222,170,92.89,7.11
6037143604,Census Tract 1436.04,143604,3720,2275,363,52,721,0,21,288,61.16,9.76,1.4,19.38,0,0.56,7.74,3474,246,93.39,6.61
6037143700,Census Tract 1437,143700,3811,3174,37,0,243,32,0,325,83.29,0.97,0,6.38,0.84,0,8.53,3580,231,93.94,6.06
6037143800,Census Tract 1438,143800,5770,4786,268,0,440,0,143,133,82.95,4.64,0,7.63,0,2.48,2.31,5128,642,88.87,11.13
6037143901,Census Tract 1439.01,143901,4069,3566,50,0,170,0,32,251,87.64,1.23,0,4.18,0,0.79,6.17,3630,439,89.21,10.79
6037143902,Census Tract 1439.02,143902,2766,2446,41,0,173,0,9,97,88.43,1.48,0,6.25,0,0.33,3.51,2469,297,89.26,10.74
6037181000,Census Tract 1810,181000,6458,3812,25,41,1612,0,284,684,59.03,0.39,0.63,24.96,0,4.4,10.59,4184,2274,64.79,35.21
6037181300,Census Tract 1813,181300,4059,1975,105,9,1334,0,224,412,48.66,2.59,0.22,32.87,0,5.52,10.15,2935,1124,72.31,27.69
6037181400,Census Tract 1814,181400,4943,2108,114,18,1787,0,683,233,42.65,2.31,0.36,36.15,0,13.82,4.71,3163,1780,63.99,36.01
6037181500,Census Tract 1815,181500,3956,2227,46,0,847,64,508,264,56.29,1.16,0,21.41,1.62,12.84,6.67,2428,1528,61.38,38.62
6037181600,Census Tract 1816,181600,4631,2132,152,254,1089,70,395,539,46.04,3.28,5.48,23.52,1.51,8.53,11.64,3107,1524,67.09,32.91
6037183101,Census Tract 1831.01,183101,3323,1922,7,136,361,0,519,378,57.84,0.21,4.09,10.86,0,15.62,11.38,1446,1877,43.51,56.49
6037183103,Census Tract 1831.03,183103,4355,1902,267,241,422,0,1123,400,43.67,6.13,5.53,9.69,0,25.79,9.18,1441,2914,33.09,66.91
6037183104,Census Tract 1831.04,183104,2146,1178,51,98,370,6,340,103,54.89,2.38,4.57,17.24,0.28,15.84,4.8,994,1152,46.32,53.68
6037183220,Census Tract 1832.20,183220,4155,1812,8,197,664,0,1211,263,43.61,0.19,4.74,15.98,0,29.15,6.33,1473,2682,35.45,64.55
6037183221,Census Tract 1832.21,183221,3522,1477,1,171,368,0,1269,236,41.94,0.03,4.86,10.45,0,36.03,6.7,1000,2522,28.39,71.61
